Version	Since	Object	Element	Order	Occurrence	Group	Type
2.6.0	2.6.0	Input Parameter	Parameter Quantity	07	0		
2.6.0	2.6.0	Input Parameter	Property	08	+		
2.6.0	2.6.0	Input Population	Name	01	1		
2.6.0	2.6.0	Input Population	Set	02	*		
2.6.0	2.6.0	Input Population	Parameter Key	03	0		
2.6.0	2.6.0	Input Population	Description	04	0		
2.6.0	2.6.0	Input Population	Caveats	05	0		
2.6.0	2.6.0	Input Population	Modeled Region	06	*		
2.6.0	2.6.0	Input Population	Qualifier	07	*		
2.6.0	2.6.0	Input Population	Particle Type	08	0		
2.6.0	2.6.0	Input Population	Chemical Formula	09	0		
2.6.0	2.6.0	Input Population	Atomic Number	10	0		
2.6.0	2.6.0	Input Population	Population Mass Number	11	0		
2.6.0	2.6.0	Input Population	Population Charge State	12	0		
2.6.0	2.6.0	Input Population	Population Density	13	0		
2.6.0	2.6.0	Input Population	Population Temperature	14	0		
2.6.0	2.6.0	Input Population	Population Flow Speed	15	0		
2.6.0	2.6.0	Input Population	Distribution	16	0		
2.6.0	2.6.0	Input Population	Production Rate	17	0		
2.6.0	2.6.0	Input Population	Total Production Rate	18	0		
2.6.0	2.6.0	Input Population	Input Table URL	19	0		
2.6.0	2.6.0	Input Population	Density Profile	20	0		
2.6.0	2.6.0	Input Population	Model URL	21	0		
2.6.0	2.6.0	Input Process	Name	01	1		
2.6.0	2.6.0	Input Process	Set	02	*		
2.6.0	2.6.0	Input Process	Parameter Key	03	0		
2.6.0	2.6.0	Input Process	Description	04	0		
2.6.0	2.6.0	Input Process	Caveats	05	0		
2.6.0	2.6.0	Input Process	Modeled Region	06	*		
2.6.0	2.6.0	Input Process	Process Type	07	1		
2.6.0	2.6.0	Input Process	Units	08	0		
2.6.0	2.6.0	Input Process	Units Conversion	09	0		
2.6.0	2.6.0	Input Process	Process Coefficient	10	0		
2.6.0	2.6.0	Input Process	Process Coeff Type	11	0		
2.6.0	2.6.0	Input Process	Process Model	12	0		
2.6.0	2.6.0	Input Process	Model URL	13	0		
2.6.0	2.6.0	Input Properties	Property	01	*		
2.6.0	2.4.0	Input Property	Name	01	1		
2.6.0	2.4.0	Input Property	Description	02	1		
2.6.0	2.4.0	Input Property	Caveats	03	0		
2.6.0	2.4.0	Input Property	Units	04	0		
2.6.0	2.4.0	Input Property	Valid Min	05	0		
2.6.0	2.4.0	Input Property	Valid Max	06	0		
2.6.0	2.4.0	Installer	Availability	01	0		
2.6.0	2.4.0	Installer	Access Rights	02	0		
2.6.0	2.4.0	Installer	Acknowledgement	03	0		
2.6.0	2.4.0	Installer	URL	04	1		
2.6.0	1.1.0	Instrument	Resource ID	01	1		
2.6.0	1.1.0	Instrument	Resource Header	02	1		
2.6.0	1.1.0	Instrument	Instrument Type	03	+		
2.6.0	1.1.0	Instrument	Instrument Group ID	04	0		
2.6.0	1.1.0	Instrument	Investigation Name	05	+		
2.6.0	2.2.0	Instrument	Operating Span	06	0		
2.6.0	1.1.0	Instrument	Observatory ID	07	1		
2.6.0	1.1.0	Instrument	Caveats	08	0		
2.6.0	1.3.0	Instrument	Extension	09	*		
2.6.0	1.2.0	Location	Observatory Region	01	+		
2.6.0	1.2.0	Location	Coordinate System Name	02	0		
2.6.0	1.2.0	Location	Latitude	03	0		
2.6.0	1.2.0	Location	Longitude	04	0		
2.6.0	1.2.0	Location	Elevation	05	0		
2.6.0	2.2.9	Mass Range	Low	01	1		
2.6.0	2.2.9	Mass Range	High	02	1		
2.6.0	2.2.9	Mass Range	Units	03	1		
2.6.0	2.2.9	Mass Range	Bin	04	*		
2.6.0	2.5.0	Member	Resource Name	01	+		
2.6.0	2.5.0	Member	Description	02	0		
2.6.0	2.5.0	Member	Member ID	03	0		
2.6.0	2.5.0	Member	Start Date	04	0		
2.6.0	2.5.0	Member	Stop Date	05	0		
2.6.0	2.5.0	Member	Spatial Coverage	06	0		
2.6.0	1.3.5	Mixed	Mixed Quantity	01	1		
2.6.0	1.3.6	Mixed	Particle Type	02	*		
2.6.0	1.3.5	Mixed	Qualifier	03	*		
2.6.0	2.6.0	Model Specification	Model ID	01	0		
2.6.0	2.6.0	Model Specification	Version Tag	02	0		
2.6.0	2.6.0	Model Version	Version Tag	01	0		
2.6.0	2.6.0	Model Version	Release Date	02	1		
2.6.0	2.6.0	Model Version	Description	03	0		
2.6.0	2.6.0	Model Version	Caveats	04	0		
2.6.0	1.1.0	Numerical Data	Resource ID	01	1		
2.6.0	1.1.0	Numerical Data	Resource Header	02	1		
2.6.0	1.1.0	Numerical Data	Access Information	03	+		
2.6.0	1.1.0	Numerical Data	Processing Level	04	0		
2.6.0	2.2.9	Numerical Data	Provider Name	05	0		
2.6.0	1.1.0	Numerical Data	Provider Resource Name	06	0		
2.6.0	1.1.0	Numerical Data	Provider Processing Level	07	0		
2.6.0	1.1.0	Numerical Data	Provider Version	08	0		
2.6.0	1.1.0	Numerical Data	Instrument ID	09	*		
2.6.0	1.1.0	Numerical Data	Measurement Type	10	+		
2.6.0	1.1.0	Numerical Data	Temporal Description	11	0		
2.6.0	1.1.0	Numerical Data	Spectral Range	12	*		
2.6.0	1.1.0	Numerical Data	Observed Region	13	*		
2.6.0	2.4.2	Numerical Data	Spatial Coverage	14	*		
2.6.0	1.1.0	Numerical Data	Caveats	15	0		
2.6.0	1.1.0	Numerical Data	Keyword	16	*		
2.6.0	1.1.0	Numerical Data	Input Resource ID	17	*		
2.6.0	1.1.0	Numerical Data	Parameter	18	*		
2.6.0	1.3.0	Numerical Data	Extension	19	*		
2.6.0	2.6.0	Numerical Output	Resource ID	01	1		
2.6.0	2.6.0	Numerical Output	Resource Header	02	1		
2.6.0	2.6.0	Numerical Output	Access Information	03	+		
2.6.0	2.6.0	Numerical Output	Processing Level	04	0		
2.6.0	2.6.0	Numerical Output	Provider Resource Name	05	0		
2.6.0	2.6.0	Numerical Output	Provider Processing Level	06	0		
2.6.0	2.6.0	Numerical Output	Provider Version	07	0		
2.6.0	2.6.0	Numerical Output	Modeled Instrument ID	08	*		
2.6.0	2.6.0	Numerical Output	Measurement Type	09	+		
2.6.0	2.6.0	Numerical Output	Temporal Description	10	0	SpatialTemporalEntity	
2.6.0	2.6.0	Numerical Output	Spatial Description	11	0	SpatialTemporalEntity	
2.6.0	2.6.0	Numerical Output	Spectral Range	12	*		
2.6.0	2.6.0	Numerical Output	Modeled Region	13	*		
2.6.0	2.6.0	Numerical Output	Caveats	14	0		
2.6.0	2.6.0	Numerical Output	Keyword	15	*		
2.6.0	2.6.0	Numerical Output	Input Resource ID	16	*		
2.6.0	2.6.0	Numerical Output	Parameter	17	*		
2.6.0	2.6.0	Numerical Output	Model Product	18	0		
2.6.0	2.6.0	Numerical Output	Property	19	*		
2.6.0	2.6.0	Numerical Output	Extension	20	0		
2.6.0	1.3.6	Observation Extent	Observed Region	01	0		
2.6.0	1.3.6	Observation Extent	Start Location	02	1		
2.6.0	1.3.6	Observation Extent	Stop Location	03	1		
2.6.0	1.3.6	Observation Extent	Note	04	*		
2.6.0	1.1.0	Observatory	Resource ID	01	1		
2.6.0	1.1.0	Observatory	Resource Header	02	1		
2.6.0	2.2.0	Observatory	Observatory Group ID	03	*		
2.6.0	1.1.0	Observatory	Location	04	+		
2.6.0	2.2.0	Observatory	Operating Span	05	+		
2.6.0	1.3.0	Observatory	Extension	06	*		
2.6.0	2.2.0	Operating Span	Start Date	01	1		
2.6.0	2.2.0	Operating Span	Stop Date	02	0		
2.6.0	2.2.0	Operating Span	Note	03	*		
2.6.0	2.6.0	Output Parameters	Parameter	01	*		
2.6.0	2.4.0	Output Property	Name	01	1		
2.6.0	2.4.0	Output Property	Description	02	1		
2.6.0	2.4.0	Output Property	Caveats	03	0		
2.6.0	2.4.0	Output Property	Units	04	0		
2.6.0	2.4.0	Output Property	Valid Min	05	0		
2.6.0	2.4.0	Output Property	Valid Max	06	0		
2.6.0	1.1.0	Parameter	Name	01	1		
2.6.0	1.1.0	Parameter	Set	02	*		
2.6.0	1.1.0	Parameter	Parameter Key	03	0		
2.6.0	1.1.0	Parameter	Description	04	0		
2.6.0	2.2.9	Parameter	UCD	05	0		
2.6.0	1.1.0	Parameter	Caveats	06	0		
2.6.0	1.1.0	Parameter	Cadence	07	0		
2.6.0	2.2.9	Parameter	Cadence Min	08	0		
2.6.0	2.2.9	Parameter	Cadence Max	09	0		
2.6.0	1.1.0	Parameter	Units	10	0		
2.6.0	1.1.0	Parameter	Units Conversion	11	0		
2.6.0	1.1.0	Parameter	Coordinate System	12	0		
2.6.0	1.1.0	Parameter	Rendering Hints	13	*		
2.6.0	1.1.0	Parameter	Structure	14	0		
2.6.0	1.2.0	Parameter	Valid Min	15	0		
2.6.0	1.2.0	Parameter	Valid Max	16	0		
2.6.0	1.2.0	Parameter	Fill Value	17	0		
2.6.0	1.1.0	Parameter	Field	18	1	ParameterEntity	
2.6.0	1.1.0	Parameter	Particle	19	1	ParameterEntity	
2.6.0	1.1.0	Parameter	Wave	20	1	ParameterEntity	
2.6.0	1.1.0	Parameter	Mixed	21	1	ParameterEntity	
2.6.0	1.1.0	Parameter	Support	22	1	ParameterEntity	
2.6.0	1.1.0	Particle	Particle Type	01	+		
2.6.0	1.3.1	Particle	Qualifier	02	*		
2.6.0	1.1.0	Particle	Particle Quantity	03	1		
2.6.0	1.1.0	Particle	Atomic Number	04	*		
2.6.0	1.1.0	Particle	Energy Range	05	0		
2.6.0	1.1.0	Particle	Azimuthal Angle Range	06	0		
2.6.0	1.1.0	Particle	Polar Angle Range	07	0		
2.6.0	2.2.9	Particle	Mass Range	08	0		
2.6.0	2.2.9	Particle	Pitch Angle Range	09	0		
2.6.0	2.6.0	Particle	Chemical Formula	10	0		
2.6.0	2.6.0	Particle	Population	11	0		
2.6.0	2.6.0	Particle	Population Mass Number	12	0		
2.6.0	1.1.0	Particle	Population Charge State	13	0		
2.6.0	1.1.0	Person	Resource ID	01	1		
2.6.0	1.1.0	Person	Release Date	02	0		
2.6.0	1.1.0	Person	Person Name	03	0		
2.6.0	1.1.0	Person	Organization Name	04	1		
2.6.0	1.1.0	Person	Address	05	0		
2.6.0	1.1.0	Person	Email	06	*		
2.6.0	1.1.0	Person	Phone Number	07	*		
2.6.0	1.3.0	Person	Fax Number	08	0		
2.6.0	2.3.0	Person	ORCIdentifier	09	0		
2.6.0	2.0.3	Person	Note	10	0		
2.6.0	1.3.0	Person	Extension	11	*		
2.6.0	2.2.9	Pitch Angle Range	Low	01	1		
2.6.0	2.2.9	Pitch Angle Range	High	02	1		
2.6.0	2.2.9	Pitch Angle Range	Units	03	1		
2.6.0	2.2.9	Pitch Angle Range	Bin	04	*		
2.6.0	2.4.0	Polar Angle Range	Low	01	1		
2.6.0	2.4.0	Polar Angle Range	High	02	1		
2.6.0	2.4.0	Polar Angle Range	Units	03	1		
2.6.0	2.4.0	Polar Angle Range	Bin	04	*		
2.6.0	2.6.0	Property	Name	01	0		
2.6.0	2.6.0	Property	Description	02	0		
2.6.0	2.6.0	Property	Caveats	03	0		
2.6.0	2.6.0	Property	Property Quantity	04	1		
2.6.0	2.6.0	Property	Qualifier	05	*		
2.6.0	2.6.0	Property	Units	06	0		
2.6.0	2.6.0	Property	Units Conversion	07	0		
2.6.0	2.6.0	Property	Property Label	08	0		
2.6.0	2.6.0	Property	Property Value	09	0		
2.6.0	2.6.0	Property	Property Table URL	10	0		
2.6.0	2.6.0	Property	Valid Min	11	0		
2.6.0	2.6.0	Property	Valid Max	12	0		
2.6.0	2.6.0	Property	Property Model	13	0		
2.6.0	2.6.0	Property	Model URL	14	0		
2.6.0	2.4.2	Publication Info	Title	01	0		
2.6.0	2.3.0	Publication Info	Authors	02	1		
2.6.0	2.3.0	Publication Info	Publication Date	03	1		
2.6.0	2.3.0	Publication Info	Published By	04	1		
2.6.0	2.4.2	Publication Info	Landing Page URL	05	0		
2.6.0	2.6.0	Region Parameter	Modeled Region	01	0		
2.6.0	2.6.0	Region Parameter	Description	02	0		
2.6.0	2.6.0	Region Parameter	Caveats	03	0		
2.6.0	2.6.0	Region Parameter	Radius	04	0		
2.6.0	2.6.0	Region Parameter	Sub Longitude	05	0		
2.6.0	2.6.0	Region Parameter	Period	06	0		
2.6.0	2.6.0	Region Parameter	Object Mass	07	0		
2.6.0	2.6.0	Region Parameter	Input Table URL	08	0		
2.6.0	2.6.0	Region Parameter	Property	09	*		
2.6.0	1.1.0	Registry	Resource ID	01	1		
2.6.0	1.1.0	Registry	Resource Header	02	1		
2.6.0	1.3.4	Registry	Access URL	03	1		
2.6.0	1.3.0	Registry	Extension	04	*		
2.6.0	1.3.1	Rendering Hints	Display Type	01	0		
2.6.0	1.3.1	Rendering Hints	Axis Label	02	0		
2.6.0	1.3.1	Rendering Hints	Rendering Axis	03	0		
2.6.0	1.3.1	Rendering Hints	Index	04	0		
2.6.0	1.3.1	Rendering Hints	Value Format	05	0		
2.6.0	1.3.1	Rendering Hints	Scale Min	06	0		
2.6.0	1.3.1	Rendering Hints	Scale Max	07	0		
2.6.0	1.3.1	Rendering Hints	Scale Type	08	0		
2.6.0	1.1.0	Repository	Resource ID	01	1		
2.6.0	1.1.0	Repository	Resource Header	02	1		
2.6.0	1.3.4	Repository	Access URL	03	1		
2.6.0	1.3.0	Repository	Extension	04	*		
2.6.0	1.1.0	Resource Header	Resource Name	01	1		
2.6.0	1.1.0	Resource Header	Alternate Name	02	*		
2.6.0	2.3.0	Resource Header	DOI	03	0		
2.6.0	1.1.0	Resource Header	Release Date	04	1		
2.6.0	2.3.1	Resource Header	Revision History	05	0		
2.6.0	1.2.0	Resource Header	Expiration Date	06	0		
2.6.0	1.1.0	Resource Header	Description	07	1		
2.6.0	1.1.0	Resource Header	Acknowledgement	08	0		
2.6.0	1.1.0	Resource Header	Publication Info	09	0		
2.6.0	1.1.0	Resource Header	Funding	10	*		
2.6.0	1.1.0	Resource Header	Contact	11	+		
2.6.0	1.1.0	Resource Header	Information URL	12	*		
2.6.0	1.3.3	Resource Header	Association	13	*		
2.6.0	1.1.0	Resource Header	Prior ID	14	*		
2.6.0	2.3.1	Revision Event	Release Date	01	1		
2.6.0	2.3.1	Revision Event	Note	02	1		
2.6.0	2.3.1	Revision History	Revision Event	01	+		
2.6.0	1.1.0	Service	Resource ID	01	1		
2.6.0	1.1.0	Service	Resource Header	02	1		
2.6.0	1.1.0	Service	Access URL	03	1		
2.6.0	1.3.0	Service	Extension	04	*		
2.6.0	2.6.0	Model Domain	Coordinate System	01	1		
2.6.0	2.6.0	Model Domain	Description	02	0		
2.6.0	2.6.0	Model Domain	Caveats	03	0		
2.6.0	2.6.0	Model Domain	Spatial Dimension	04	1		
2.6.0	2.6.0	Model Domain	Velocity Dimension	05	0		
2.6.0	2.6.0	Model Domain	Field Dimension	06	0		
2.6.0	2.6.0	Model Domain	Units	07	1		
2.6.0	2.6.0	Model Domain	Units Conversion	08	0		
2.6.0	2.6.0	Model Domain	Coordinates Label	09	0		
2.6.0	2.6.0	Model Domain	Valid Min	10	0		
2.6.0	2.6.0	Model Domain	Valid Max	11	0		
2.6.0	2.6.0	Model Domain	Grid Structure	12	0		
2.6.0	2.6.0	Model Domain	Grid Cell Size	13	0		
2.6.0	2.6.0	Model Domain	Symmetry	14	0		
2.6.0	2.6.0	Model Domain	Boundary Conditions	15	0		
2.6.0	2.6.0	Model	Resource ID	01	1		
2.6.0	2.6.0	Model	Resource Header	02	1		
2.6.0	2.6.0	Model	Access Information Optional	03	*		
2.6.0	2.6.0	Model	Versions	04	0		
2.6.0	2.6.0	Model	Model Type	05	1		
2.6.0	2.6.0	Model	Code Language	06	0		
2.6.0	2.6.0	Model	Temporal Dependence	07	0		
2.6.0	2.6.0	Model	Spatial Description	08	0		
2.6.0	2.6.0	Model	Modeled Region	09	*		
2.6.0	2.6.0	Model	Input Properties	10	0		
2.6.0	2.6.0	Model	Output Parameters	11	0		
2.6.0	2.6.0	Model	Model URL	12	0		
2.6.0	2.6.0	Model Run	Resource ID	01	1		
2.6.0	2.6.0	Model Run	Resource Header	02	1		
2.6.0	2.6.0	Model Run	Access Information	03	*		
2.6.0	2.6.0	Model Run	Provider Resource Name	04	0		
2.6.0	2.6.0	Model Run	Provider Processing Level	05	0		
2.6.0	2.6.0	Model Run	Provider Version	06	0		
2.6.0	2.6.0	Model Run	Model Specification	07	0		
